,Response,Context,Subject,Item,Rater
1387,2,3-n,p02,3aam-w,R04
1388,2,7-o,p02,7aad-w,R04
1389,2,3-n,p02,3een-w,R04
1390,2,3-o,p02,3iish-w,R04
1391,2,7-o,p02,7eef-w,R04
1392,1,isolation,p02,7eef-v,R04
1393,2,o-3,p02,baa3-w,R04
1394,2,o-o,p02,beet-w,R04
1395,2,o-o,p02,boosh-w,R04
1396,2,n-3,p03,noo3-w,R04
1397,2,isolation,p03,noo3-v,R04
1398,1,o-o,p03,daas-w,R04
1399,2,n-o,p03,maat-w,R04
1400,2,isolation,p03,maat-v,R04
1401,3,7-n,p03,7en-w,R04
1402,1,o-n,p03,diin-w,R04
1403,2,o-7,p03,zaa7-w,R04
1404,2,o-3,p03,djuu3-w,R04
1405,2,isolation,p03,djuu3-v,R04
1406,2,n-7,p03,nuu7-w,R04
1407,2,isolation,p03,nuu7-v,R04
1408,3,3--3,p03,3oo3-w,R04
1409,2,isolation,p03,3oo3-v,R04
1410,3,o-7,p03,loo7-w,R04
1411,1,o-3,p03,bii3-w,R04
1412,1,isolation,p03,bii3-v,R04
1413,3,o-7,p03,zii7-w,R04
1414,2,n-n,p03,muun-w,R04
1415,2,n-o,p03,muus-w,R04
1416,2,n-o,p03,mooz-w,R04
1417,3,7-o,p03,7ook-w,R04
1418,2,7-n,p03,7oom-w,R04
1419,3,3-o,p03,3aaf-w,R04
1420,2,n-7,p03,naa7-w,R04
1421,2,isolation,p03,naa7-v,R04
1422,2,n-n,p03,naam-w,R04
1423,2,isolation,p03,naam-v,R04
1424,2,o-n,p03,doom-w,R04
1425,2,isolation,p03,doom-v,R04
1426,2,3-n,p03,3oon-w,R04
1427,2,n-n,p03,noom-w,R04
1428,3,3-o,p03,3eeb-w,R04
1429,2,isolation,p03,3eeb-v,R04
1430,3,3-n,p03,3aam-w,R04
1431,3,7-o,p03,7aad-w,R04
1432,2,3-n,p03,3een-w,R04
1433,3,3-o,p03,3iish-w,R04
1434,2,7-o,p03,7eef-w,R04
1435,2,isolation,p03,7eef-v,R04
1436,2,o-n,p03,saam-w,R04
1437,2,isolation,p03,saam-v,R04
1438,2,o-3,p03,baa3-w,R04
1439,1,o-o,p03,beet-w,R04
1440,3,o-o,p03,boosh-w,R04
1441,1,n-3,p06,noo3-w,R04
1442,1,isolation,p06,noo3-v,R04
1443,1,o-o,p06,daas-w,R04
1444,1,n-o,p06,maat-w,R04
1445,1,isolation,p06,maat-v,R04
1446,1,7-n,p06,7en-w,R04
1447,1,o-n,p06,diin-w,R04
1448,1,o-7,p06,zaa7-w,R04
1449,1,o-3,p06,djuu3-w,R04
1450,1,isolation,p06,djuu3-v,R04
1451,1,n-7,p06,nuu7-w,R04
1452,1,isolation,p06,nuu7-v,R04
1453,1,3--3,p06,3oo3-w,R04
1454,1,isolation,p06,3oo3-v,R04
1455,1,o-7,p06,loo7-w,R04
1456,1,o-3,p06,bii3-w,R04
1457,1,isolation,p06,bii3-v,R04
1458,1,o-7,p06,zii7-w,R04
1459,1,n-n,p06,noom-w,R04
1460,1,n-n,p06,muun-w,R04
1461,1,n-o,p06,muus-w,R04
1462,1,n-o,p06,mooz-w,R04
1463,1,7-o,p06,7ook-w,R04
1464,1,7-n,p06,7oom-w,R04
1465,1,3-o,p06,3aaf-w,R04
1466,1,n-7,p06,naa7-w,R04
1467,1,isolation,p06,naa7-v,R04
1468,1,n-n,p06,naam-w,R04
1469,1,isolation,p06,naam-v,R04
1470,1,o-n,p06,doom-w,R04
1471,1,isolation,p06,doom-v,R04
1472,2,3-n,p06,3oon-w,R04
1473,2,3-o,p06,3eeb-w,R04
1474,1,isolation,p06,3eeb-v,R04
1475,1,3-n,p06,3aam-w,R04
1476,3,7-o,p06,7aad-w,R04
1477,2,3-n,p06,3een-w,R04
1478,2,3-o,p06,3iish-w,R04
1479,2,7-o,p06,7eef-w,R04
1480,2,isolation,p06,7eef-v,R04
1481,2,o-n,p06,saam-w,R04
1482,1,isolation,p06,saam-v,R04
1483,3,o-3,p06,baa3-w,R04
1484,1,o-o,p06,beet-w,R04
1485,2,o-o,p06,boosh-w,R04
1486,1,n-3,p07,noo3-w,R04
1487,2,isolation,p07,noo3-v,R04
1488,2,o-3,p07,djuu3-w,R04
1489,2,isolation,p07,djuu3-v,R04
1490,2,n-7,p07,nuu7-w,R04
1491,2,isolation,p07,nuu7-v,R04
1492,3,3--3,p07,3oo3-w,R04
1493,2,isolation,p07,3oo3-v,R04
1494,2,o-7,p07,loo7-w,R04
1495,2,o-3,p07,bii3-w,R04
1496,2,isolation,p07,bii3-v,R04
1497,2,o-7,p07,zii7-w,R04
1498,3,o-o,p07,daas-w,R04
1499,3,n-o,p07,maat-w,R04
1500,3,isolation,p07,maat-v,R04
1501,2,7-n,p07,7en-w,R04
1502,1,o-n,p07,diin-w,R04
1503,3,o-7,p07,zaa7-w,R04
1504,3,n-7,p07,naa7-w,R04
1505,2,isolation,p07,naa7-v,R04
1506,2,n-n,p07,naam-w,R04
1507,2,isolation,p07,naam-v,R04
1508,2,o-n,p07,doom-w,R04
1509,2,isolation,p07,doom-v,R04
1510,2,3-n,p07,3oon-w,R04
1511,2,n-n,p07,noom-w,R04
1512,2,n-n,p07,muun-w,R04
1513,2,n-o,p07,muus-w,R04
1514,2,n-o,p07,mooz-w,R04
1515,2,7-o,p07,7ook-w,R04
1516,2,7-n,p07,7oom-w,R04
1517,3,3-o,p07,3aaf-w,R04
1518,3,3-o,p07,3eeb-w,R04
1519,2,isolation,p07,3eeb-v,R04
1520,2,o-n,p07,saam-w,R04
1521,2,isolation,p07,saam-v,R04
1522,2,3-n,p07,3aam-w,R04
1523,2,7-o,p07,7aad-w,R04
1524,2,3-n,p07,3een-w,R04
1525,3,3-o,p07,3iish-w,R04
1526,2,7-o,p07,7eef-w,R04
1527,3,isolation,p07,7eef-v,R04
1528,2,o-3,p07,baa3-w,R04
1529,2,o-o,p07,beet-w,R04
1530,2,o-o,p07,boosh-w,R04
1531,3,n-3,p08,noo3-w,R04
1532,2,isolation,p08,noo3-v,R04
1533,2,o-o,p08,daas-w,R04
1534,3,n-o,p08,maat-w,R04
1535,1,isolation,p08,maat-v,R04
1536,3,7-n,p08,7en-w,R04
1537,1,o-n,p08,diin-w,R04
1538,1,o-3,p08,djuu3-w,R04
1539,1,isolation,p08,djuu3-v,R04
1540,3,n-7,p08,nuu7-w,R04
1541,1,isolation,p08,nuu7-v,R04
1542,2,3--3,p08,3oo3-w,R04
1543,1,isolation,p08,3oo3-v,R04
1544,2,o-7,p08,loo7-w,R04
1545,3,o-3,p08,bii3-w,R04
1546,1,isolation,p08,bii3-v,R04
1547,2,o-7,p08,zii7-w,R04
1548,3,o-7,p08,zaa7-w,R04
1549,2,o-n,p08,doom-w,R04
1550,2,isolation,p08,doom-v,R04
1551,3,3-n,p08,3oon-w,R04
1552,1,n-n,p08,noom-w,R04
1553,2,n-n,p08,muun-w,R04
1554,2,n-o,p08,muus-w,R04
1555,2,n-o,p08,mooz-w,R04
1556,2,7-o,p08,7ook-w,R04
1557,3,7-n,p08,7oom-w,R04
1558,3,3-o,p08,3aaf-w,R04
1559,1,n-7,p08,naa7-w,R04
1560,1,isolation,p08,naa7-v,R04
1561,1,n-n,p08,naam-w,R04
1562,1,isolation,p08,naam-v,R04
1563,2,3-o,p08,3eeb-w,R04
1564,1,isolation,p08,3eeb-v,R04
1565,1,o-n,p08,saam-w,R04
1566,3,isolation,p08,saam-v,R04
1567,3,3-n,p08,3aam-w,R04
1568,3,7-o,p08,7aad-w,R04
1569,3,3-n,p08,3een-w,R04
1570,1,3-o,p08,3iish-w,R04
1571,3,7-o,p08,7eef-w,R04
1572,2,isolation,p08,7eef-v,R04
1573,2,o-3,p08,baa3-w,R04
1574,2,o-o,p08,beet-w,R04
1575,2,o-o,p08,boosh-w,R04
1576,2,n-3,p09,noo3-w,R04
1577,2,isolation,p09,noo3-v,R04
1578,2,o-o,p09,daas-w,R04
1579,3,n-o,p09,maat-w,R04
1580,2,isolation,p09,maat-v,R04
1581,3,7-n,p09,7en-w,R04
1582,2,o-n,p09,diin-w,R04
1583,2,o-7,p09,zaa7-w,R04
1584,2,o-3,p09,djuu3-w,R04
1585,1,isolation,p09,djuu3-v,R04
1586,3,n-7,p09,nuu7-w,R04
1587,1,isolation,p09,nuu7-v,R04
1588,3,3--3,p09,3oo3-w,R04
1589,2,isolation,p09,3oo3-v,R04
1590,2,o-7,p09,loo7-w,R04
1591,2,o-3,p09,bii3-w,R04
1592,2,isolation,p09,bii3-v,R04
1593,3,o-7,p09,zii7-w,R04
1594,2,n-n,p09,noom-w,R04
1595,2,n-n,p09,muun-w,R04
1596,2,n-o,p09,muus-w,R04
1597,2,n-o,p09,mooz-w,R04
1598,2,7-o,p09,7ook-w,R04
1599,2,7-n,p09,7oom-w,R04
1600,3,3-o,p09,3aaf-w,R04
1601,2,n-7,p09,naa7-w,R04
1602,2,isolation,p09,naa7-v,R04
1603,2,n-n,p09,naam-w,R04
1604,3,isolation,p09,naam-v,R04
1605,2,o-n,p09,doom-w,R04
1606,2,isolation,p09,doom-v,R04
1607,3,3-n,p09,3oon-w,R04
1608,2,3-o,p09,3eeb-w,R04
1609,2,isolation,p09,3eeb-v,R04
1610,2,o-n,p09,saam-w,R04
1611,2,isolation,p09,saam-v,R04
1612,2,3-n,p09,3aam-w,R04
1613,2,7-o,p09,7aad-w,R04
1614,2,3-n,p09,3een-w,R04
1615,2,3-o,p09,3iish-w,R04
1616,3,7-o,p09,7eef-w,R04
1617,2,isolation,p09,7eef-v,R04
1618,2,o-3,p09,baa3-w,R04
1619,2,o-o,p09,beet-w,R04
1620,2,o-o,p09,boosh-w,R04
1621,3,n-3,p04,noo3-w,R05
1622,1,isolation,p04,noo3-v,R05
1623,2,o-3,p04,djuu3-w,R05
1624,1,isolation,p04,djuu3-v,R05
1625,1,n-7,p04,nuu7-w,R05
1626,1,isolation,p04,nuu7-v,R05
1627,2,3--3,p04,3oo3-w,R05
1628,1,isolation,p04,3oo3-v,R05
1629,2,o-7,p04,loo7-w,R05
1630,2,o-3,p04,bii3-w,R05
1631,3,isolation,p04,bii3-v,R05
1632,2,o-7,p04,zii7-w,R05
1633,3,o-o,p04,daas-w,R05
1634,3,n-o,p04,maat-w,R05
1635,3,isolation,p04,maat-v,R05
1636,2,7-n,p04,7en-w,R05
1637,3,o-n,p04,diin-w,R05
1638,3,o-7,p04,zaa7-w,R05
1639,3,n-7,p04,naa7-w,R05
1640,2,isolation,p04,naa7-v,R05
1641,2,n-n,p04,naam-w,R05
1642,3,isolation,p04,naam-v,R05
1643,2,o-n,p04,doom-w,R05
1644,1,isolation,p04,doom-v,R05
1645,2,3-n,p04,3oon-w,R05
1646,2,n-n,p04,noom-w,R05
1647,2,n-n,p04,muun-w,R05
1648,1,n-o,p04,muus-w,R05
1649,2,n-o,p04,mooz-w,R05
1650,2,7-o,p04,7ook-w,R05
1651,1,7-n,p04,7oom-w,R05
1652,3,3-o,p04,3aaf-w,R05
1653,3,3-o,p04,3eeb-w,R05
1654,3,isolation,p04,3eeb-v,R05
1655,3,3-n,p04,3aam-w,R05
1656,3,7-o,p04,7aad-w,R05
1657,3,3-n,p04,3een-w,R05
1658,3,3-o,p04,3iish-w,R05
1659,2,7-o,p04,7eef-w,R05
1660,3,isolation,p04,7eef-v,R05
1661,2,o-n,p04,saam-w,R05
1662,3,isolation,p04,saam-v,R05
1663,3,o-3,p04,baa3-w,R05
1664,2,o-o,p04,beet-w,R05
1665,3,o-o,p04,boosh-w,R05
1666,3,n-3,p01,noo3-w,R05
1667,3,isolation,p01,noo3-v,R05
1668,2,o-o,p01,daas-w,R05
1669,3,n-o,p01,maat-w,R05
1670,3,isolation,p01,maat-v,R05
1671,3,7-n,p01,7en-w,R05
1672,3,o-n,p01,diin-w,R05
1673,3,o-7,p01,zaa7-w,R05
1674,2,o-3,p01,djuu3-w,R05
1675,1,isolation,p01,djuu3-v,R05
1676,2,n-7,p01,nuu7-w,R05
1677,1,isolation,p01,nuu7-v,R05
1678,3,3--3,p01,3oo3-w,R05
1679,3,isolation,p01,3oo3-v,R05
1680,3,o-7,p01,loo7-w,R05
1681,3,o-3,p01,bii3-w,R05
1682,3,isolation,p01,bii3-v,R05
1683,2,o-7,p01,zii7-w,R05
1684,2,3-n,p01,3oon-w,R05
1685,2,n-n,p01,noom-w,R05
1686,2,n-n,p01,muun-w,R05
1687,1,n-o,p01,muus-w,R05
1688,2,n-o,p01,mooz-w,R05
1689,1,7-o,p01,7ook-w,R05
1690,1,7-n,p01,7oom-w,R05
1691,2,3-o,p01,3aaf-w,R05
1692,2,n-7,p01,naa7-w,R05
1693,1,isolation,p01,naa7-v,R05
1694,2,n-n,p01,naam-w,R05
1695,3,isolation,p01,naam-v,R05
1696,3,o-n,p01,doom-w,R05
1697,3,isolation,p01,doom-v,R05
1698,3,3-o,p01,3eeb-w,R05
1699,3,isolation,p01,3eeb-v,R05
1700,2,3-n,p01,3aam-w,R05
1701,2,7-o,p01,7aad-w,R05
1702,2,3-n,p01,3een-w,R05
1703,2,3-o,p01,3iish-w,R05
1704,2,7-o,p01,7eef-w,R05
1705,1,isolation,p01,7eef-v,R05
1706,2,o-n,p01,saam-w,R05
1707,3,isolation,p01,saam-v,R05
1708,3,o-3,p01,baa3-w,R05
1709,2,o-o,p01,beet-w,R05
1710,2,o-o,p01,boosh-w,R05
1711,2,n-3,p05,noo3-w,R05
1712,2,isolation,p05,noo3-v,R05
1713,1,o-o,p05,daas-w,R05
1714,1,n-o,p05,maat-w,R05
1715,1,isolation,p05,maat-v,R05
1716,2,7-n,p05,7en-w,R05
1717,2,o-n,p05,diin-w,R05
1718,1,o-7,p05,zaa7-w,R05
1719,2,o-3,p05,djuu3-w,R05
1720,3,isolation,p05,djuu3-v,R05
1721,3,n-7,p05,nuu7-w,R05
1722,2,isolation,p05,nuu7-v,R05
1723,2,3--3,p05,3oo3-w,R05
1724,3,isolation,p05,3oo3-v,R05
1725,3,o-7,p05,loo7-w,R05
1726,3,o-3,p05,bii3-w,R05
1727,3,isolation,p05,bii3-v,R05
1728,2,o-7,p05,zii7-w,R05
1729,1,n-n,p05,noom-w,R05
1730,1,n-n,p05,muun-w,R05
1731,1,n-o,p05,muus-w,R05
1732,1,n-o,p05,mooz-w,R05
1733,2,7-o,p05,7ook-w,R05
1734,2,7-n,p05,7oom-w,R05
1735,3,3-o,p05,3aaf-w,R05
1736,3,n-7,p05,naa7-w,R05
1737,3,isolation,p05,naa7-v,R05
1738,3,n-n,p05,naam-w,R05
1739,3,isolation,p05,naam-v,R05
1740,2,o-n,p05,doom-w,R05
1741,1,isolation,p05,doom-v,R05
1742,1,3-n,p05,3oon-w,R05
1743,2,3-o,p05,3eeb-w,R05
1744,3,isolation,p05,3eeb-v,R05
1745,2,o-n,p05,saam-w,R05
1746,1,isolation,p05,saam-v,R05
1747,3,3-n,p05,3aam-w,R05
1748,2,7-o,p05,7aad-w,R05
1749,2,3-n,p05,3een-w,R05
1750,3,3-o,p05,3iish-w,R05
1751,2,7-o,p05,7eef-w,R05
1752,3,isolation,p05,7eef-v,R05
1753,3,o-3,p05,baa3-w,R05
1754,3,o-o,p05,beet-w,R05
1755,2,o-o,p05,boosh-w,R05
1756,3,n-3,p02,noo3-w,R05
1757,3,isolation,p02,noo3-v,R05
1758,3,o-o,p02,daas-w,R05
1759,3,n-o,p02,maat-w,R05
1760,3,isolation,p02,maat-v,R05
1761,3,7-n,p02,7en-w,R05
1762,3,o-n,p02,diin-w,R05
1763,3,o-7,p02,zaa7-w,R05
1764,3,o-3,p02,djuu3-w,R05
1765,1,isolation,p02,djuu3-v,R05
1766,1,n-7,p02,nuu7-w,R05
1767,1,isolation,p02,nuu7-v,R05
1768,3,3--3,p02,3oo3-w,R05
1769,3,isolation,p02,3oo3-v,R05
1770,3,o-7,p02,loo7-w,R05
1771,3,o-3,p02,bii3-w,R05
1772,3,isolation,p02,bii3-v,R05
1773,3,o-7,p02,zii7-w,R05
1774,3,n-o,p02,muus-w,R05
1775,2,n-o,p02,mooz-w,R05
1776,2,7-o,p02,7ook-w,R05
1777,2,7-n,p02,7oom-w,R05
1778,3,n-7,p02,naa7-w,R05
1779,3,3-o,p02,3aaf-w,R05
1780,3,isolation,p02,naa7-v,R05
1781,3,n-n,p02,naam-w,R05
1782,3,isolation,p02,naam-v,R05
1783,3,o-n,p02,doom-w,R05
1784,3,isolation,p02,doom-v,R05
1785,3,3-n,p02,3oon-w,R05
1786,3,n-n,p02,noom-w,R05
1787,3,n-n,p02,muun-w,R05
1788,3,3-o,p02,3eeb-w,R05
1789,3,o-n,p02,saam-w,R05
1790,3,isolation,p02,saam-v,R05
1791,3,isolation,p02,3eeb-v,R05
1792,3,3-n,p02,3aam-w,R05
1793,3,7-o,p02,7aad-w,R05
1794,3,3-n,p02,3een-w,R05
1795,3,3-o,p02,3iish-w,R05
1796,2,7-o,p02,7eef-w,R05
1797,3,isolation,p02,7eef-v,R05
1798,3,o-3,p02,baa3-w,R05
1799,3,o-o,p02,beet-w,R05
1800,2,o-o,p02,boosh-w,R05
1801,3,n-3,p03,noo3-w,R05
1802,1,isolation,p03,noo3-v,R05
1803,3,o-o,p03,daas-w,R05
1804,3,n-o,p03,maat-w,R05
1805,3,isolation,p03,maat-v,R05
1806,3,7-n,p03,7en-w,R05
1807,3,o-n,p03,diin-w,R05
1808,3,o-7,p03,zaa7-w,R05
1809,1,o-3,p03,djuu3-w,R05
1810,1,isolation,p03,djuu3-v,R05
1811,1,n-7,p03,nuu7-w,R05
1812,3,isolation,p03,nuu7-v,R05
1813,3,3--3,p03,3oo3-w,R05
1814,3,isolation,p03,3oo3-v,R05
1815,2,o-7,p03,loo7-w,R05
1816,3,o-3,p03,bii3-w,R05
1817,3,isolation,p03,bii3-v,R05
1818,3,o-7,p03,zii7-w,R05
1819,2,n-n,p03,muun-w,R05
1820,2,n-o,p03,muus-w,R05
1821,2,n-o,p03,mooz-w,R05
1822,3,7-o,p03,7ook-w,R05
1823,3,7-n,p03,7oom-w,R05
1824,3,3-o,p03,3aaf-w,R05
1825,3,n-7,p03,naa7-w,R05
1826,3,isolation,p03,naa7-v,R05
1827,3,n-n,p03,naam-w,R05
1828,3,isolation,p03,naam-v,R05
1829,3,o-n,p03,doom-w,R05
1830,2,isolation,p03,doom-v,R05
1831,3,3-n,p03,3oon-w,R05
1832,3,n-n,p03,noom-w,R05
1833,3,3-o,p03,3eeb-w,R05
1834,3,isolation,p03,3eeb-v,R05
1835,3,3-n,p03,3aam-w,R05
1836,3,7-o,p03,7aad-w,R05
1837,3,3-n,p03,3een-w,R05
1838,3,3-o,p03,3iish-w,R05
1839,3,7-o,p03,7eef-w,R05
1840,2,isolation,p03,7eef-v,R05
1841,3,o-n,p03,saam-w,R05
1842,3,isolation,p03,saam-v,R05
1843,3,o-3,p03,baa3-w,R05
1844,3,o-o,p03,beet-w,R05
1845,2,o-o,p03,boosh-w,R05
1846,3,n-3,p06,noo3-w,R05
1847,1,isolation,p06,noo3-v,R05
1848,1,o-o,p06,daas-w,R05
1849,1,n-o,p06,maat-w,R05
1850,1,isolation,p06,maat-v,R05
1851,2,7-n,p06,7en-w,R05
1852,2,o-n,p06,diin-w,R05
1853,1,o-7,p06,zaa7-w,R05
1854,1,o-3,p06,djuu3-w,R05
1855,1,isolation,p06,djuu3-v,R05
1856,1,n-7,p06,nuu7-w,R05
1857,2,isolation,p06,nuu7-v,R05
1858,3,3--3,p06,3oo3-w,R05
1859,2,isolation,p06,3oo3-v,R05
1860,2,o-7,p06,loo7-w,R05
1861,3,o-3,p06,bii3-w,R05
1862,3,isolation,p06,bii3-v,R05
1863,2,o-7,p06,zii7-w,R05
1864,2,n-n,p06,noom-w,R05
1865,2,n-n,p06,muun-w,R05
1866,2,n-o,p06,muus-w,R05
1867,2,n-o,p06,mooz-w,R05
1868,2,7-o,p06,7ook-w,R05
1869,2,7-n,p06,7oom-w,R05
1870,3,3-o,p06,3aaf-w,R05
1871,3,n-7,p06,naa7-w,R05
1872,3,isolation,p06,naa7-v,R05
1873,3,n-n,p06,naam-w,R05
1874,3,isolation,p06,naam-v,R05
1875,2,o-n,p06,doom-w,R05
1876,2,isolation,p06,doom-v,R05
1877,2,3-n,p06,3oon-w,R05
1878,3,3-o,p06,3eeb-w,R05
1879,1,isolation,p06,3eeb-v,R05
1880,2,3-n,p06,3aam-w,R05
1881,2,7-o,p06,7aad-w,R05
1882,3,3-n,p06,3een-w,R05
1883,3,3-o,p06,3iish-w,R05
1884,2,7-o,p06,7eef-w,R05
1885,2,isolation,p06,7eef-v,R05
1886,3,o-n,p06,saam-w,R05
1887,3,isolation,p06,saam-v,R05
1888,3,o-3,p06,baa3-w,R05
1889,2,o-o,p06,beet-w,R05
1890,2,o-o,p06,boosh-w,R05
1891,1,n-3,p07,noo3-w,R05
1892,1,isolation,p07,noo3-v,R05
1893,3,o-3,p07,djuu3-w,R05
1894,2,isolation,p07,djuu3-v,R05
1895,1,n-7,p07,nuu7-w,R05
1896,2,isolation,p07,nuu7-v,R05
1897,3,3--3,p07,3oo3-w,R05
1898,2,isolation,p07,3oo3-v,R05
1899,3,o-7,p07,loo7-w,R05
1900,2,o-3,p07,bii3-w,R05
1901,1,isolation,p07,bii3-v,R05
1902,2,o-7,p07,zii7-w,R05
1903,2,o-o,p07,daas-w,R05
1904,1,n-o,p07,maat-w,R05
1905,3,isolation,p07,maat-v,R05
1906,2,7-n,p07,7en-w,R05
1907,2,o-n,p07,diin-w,R05
1908,3,o-7,p07,zaa7-w,R05
1909,3,n-7,p07,naa7-w,R05
1910,1,isolation,p07,naa7-v,R05
1911,3,n-n,p07,naam-w,R05
1912,3,isolation,p07,naam-v,R05
1913,3,o-n,p07,doom-w,R05
1914,3,isolation,p07,doom-v,R05
1915,2,3-n,p07,3oon-w,R05
1916,3,n-n,p07,noom-w,R05
1917,2,n-n,p07,muun-w,R05
1918,1,n-o,p07,muus-w,R05
1919,2,n-o,p07,mooz-w,R05
1920,3,7-o,p07,7ook-w,R05
1921,3,7-n,p07,7oom-w,R05
1922,3,3-o,p07,3aaf-w,R05
1923,3,3-o,p07,3eeb-w,R05
1924,3,isolation,p07,3eeb-v,R05
1925,2,o-n,p07,saam-w,R05
1926,1,isolation,p07,saam-v,R05
1927,3,3-n,p07,3aam-w,R05
1928,3,7-o,p07,7aad-w,R05
1929,2,3-n,p07,3een-w,R05
1930,2,3-o,p07,3iish-w,R05
1931,3,7-o,p07,7eef-w,R05
1932,1,isolation,p07,7eef-v,R05
1933,3,o-3,p07,baa3-w,R05
1934,2,o-o,p07,beet-w,R05
1935,2,o-o,p07,boosh-w,R05
1936,3,n-3,p08,noo3-w,R05
1937,3,isolation,p08,noo3-v,R05
1938,3,o-o,p08,daas-w,R05
1939,3,n-o,p08,maat-w,R05
1940,3,isolation,p08,maat-v,R05
1941,3,7-n,p08,7en-w,R05
1942,3,o-n,p08,diin-w,R05
1943,3,o-3,p08,djuu3-w,R05
1944,3,isolation,p08,djuu3-v,R05
1945,3,n-7,p08,nuu7-w,R05
1946,1,isolation,p08,nuu7-v,R05
1947,2,3--3,p08,3oo3-w,R05
1948,1,isolation,p08,3oo3-v,R05
1949,2,o-7,p08,loo7-w,R05
1950,2,o-3,p08,bii3-w,R05
1951,3,isolation,p08,bii3-v,R05
1952,3,o-7,p08,zii7-w,R05
1953,3,o-7,p08,zaa7-w,R05
1954,3,o-n,p08,doom-w,R05
1955,3,isolation,p08,doom-v,R05
1956,3,3-n,p08,3oon-w,R05
1957,1,n-n,p08,noom-w,R05
1958,2,n-n,p08,muun-w,R05
1959,2,n-o,p08,muus-w,R05
1960,2,n-o,p08,mooz-w,R05
1961,2,7-o,p08,7ook-w,R05
1962,3,7-n,p08,7oom-w,R05
1963,3,3-o,p08,3aaf-w,R05
1964,3,n-7,p08,naa7-w,R05
1965,3,isolation,p08,naa7-v,R05
1966,3,n-n,p08,naam-w,R05
1967,3,isolation,p08,naam-v,R05
1968,3,3-o,p08,3eeb-w,R05
1969,3,isolation,p08,3eeb-v,R05
1970,3,o-n,p08,saam-w,R05
1971,3,isolation,p08,saam-v,R05
1972,3,3-n,p08,3aam-w,R05
1973,3,7-o,p08,7aad-w,R05
1974,3,3-n,p08,3een-w,R05
1975,3,3-o,p08,3iish-w,R05
1976,3,7-o,p08,7eef-w,R05
1977,3,isolation,p08,7eef-v,R05
1978,3,o-3,p08,baa3-w,R05
1979,3,o-o,p08,beet-w,R05
1980,3,o-o,p08,boosh-w,R05
1981,2,n-3,p09,noo3-w,R05
1982,3,isolation,p09,noo3-v,R05
1983,2,o-o,p09,daas-w,R05
1984,2,n-o,p09,maat-w,R05
1985,1,isolation,p09,maat-v,R05
1986,2,7-n,p09,7en-w,R05
1987,3,o-n,p09,diin-w,R05
1988,2,o-7,p09,zaa7-w,R05
1989,2,o-3,p09,djuu3-w,R05
1990,2,isolation,p09,djuu3-v,R05
1991,2,n-7,p09,nuu7-w,R05
1992,2,isolation,p09,nuu7-v,R05
1993,3,3--3,p09,3oo3-w,R05
1994,3,isolation,p09,3oo3-v,R05
1995,2,o-7,p09,loo7-w,R05
1996,3,o-3,p09,bii3-w,R05
1997,3,isolation,p09,bii3-v,R05
1998,3,o-7,p09,zii7-w,R05
1999,1,n-n,p09,noom-w,R05
2000,1,n-n,p09,muun-w,R05
2001,1,n-o,p09,muus-w,R05
2002,1,n-o,p09,mooz-w,R05
2003,1,7-o,p09,7ook-w,R05
2004,1,7-n,p09,7oom-w,R05
2005,3,3-o,p09,3aaf-w,R05
2006,3,n-7,p09,naa7-w,R05
2007,2,isolation,p09,naa7-v,R05
2008,2,n-n,p09,naam-w,R05
2009,1,isolation,p09,naam-v,R05
2010,1,o-n,p09,doom-w,R05
2011,1,isolation,p09,doom-v,R05
2012,2,3-n,p09,3oon-w,R05
2013,2,3-o,p09,3eeb-w,R05
2014,2,isolation,p09,3eeb-v,R05
2015,2,o-n,p09,saam-w,R05
2016,1,isolation,p09,saam-v,R05
2017,2,3-n,p09,3aam-w,R05
2018,2,7-o,p09,7aad-w,R05
2019,3,3-n,p09,3een-w,R05
2020,3,3-o,p09,3iish-w,R05
2021,3,7-o,p09,7eef-w,R05
2022,2,isolation,p09,7eef-v,R05
2023,3,o-3,p09,baa3-w,R05
2024,3,o-o,p09,beet-w,R05
2025,2,o-o,p09,boosh-w,R05
2026,2,n-3,p04,noo3-w,R06
2027,1,isolation,p04,noo3-v,R06
2028,2,o-3,p04,djuu3-w,R06
2029,1,isolation,p04,djuu3-v,R06
2030,2,n-7,p04,nuu7-w,R06
2031,1,isolation,p04,nuu7-v,R06
2032,2,3--3,p04,3oo3-w,R06
2033,3,isolation,p04,3oo3-v,R06
2034,2,o-7,p04,loo7-w,R06
2035,3,o-3,p04,bii3-w,R06
2036,3,isolation,p04,bii3-v,R06
2037,2,o-7,p04,zii7-w,R06
2038,3,o-o,p04,daas-w,R06
2039,3,n-o,p04,maat-w,R06
2040,1,isolation,p04,maat-v,R06
2041,2,7-n,p04,7en-w,R06
2042,3,o-n,p04,diin-w,R06
2043,3,o-7,p04,zaa7-w,R06
2044,3,n-7,p04,naa7-w,R06
2045,3,isolation,p04,naa7-v,R06
2046,2,n-n,p04,naam-w,R06
2047,3,isolation,p04,naam-v,R06
2048,2,o-n,p04,doom-w,R06
2049,2,isolation,p04,doom-v,R06
2050,2,3-n,p04,3oon-w,R06
2051,2,n-n,p04,noom-w,R06
2052,1,n-n,p04,muun-w,R06
2053,1,n-o,p04,muus-w,R06
2054,3,n-o,p04,mooz-w,R06
2055,2,7-o,p04,7ook-w,R06
2056,3,7-n,p04,7oom-w,R06
